"Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m38952659220","2024-10-19","","2024-10-24","Sonny Angel - Animal Series 2 (sealed box)","Completed","California","New York","12.75","3.99","0.00","0.00","0.00","0.00","12.75","0.99","0.00","1.27","0.00","1.01"
"m28354601122","2024-10-20","","2024-10-24","Sonny Angel - Vegetable Series (sealed box)","Completed","Florida","New York","12.75","3.99","0.00","0.00","0.00","0.00","12.75","1.26","0.00","1.27","0.00","1.06"
"m31813458985","2024-10-15","","2024-10-24","Smiski - Hipper (Phone/Camera)","Completed","California","New York","35.00","3.99","0.00","0.00","0.00","0.00","35.00","3.59","0.00","3.50","0.00","0.00"
"m91945724183","2024-10-13","","2024-10-25","Sonny Angel - In New York Series (Big Apple)","Completed","Arizona","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","1.61","0.00","2.00","0.00","1.30"
"m95585253017","2024-10-19","","2024-10-25","custom bundle","Completed","Georgia","New York","68.24","6.99","0.00","0.00","0.00","0.00","68.24","5.97","0.00","6.82","0.00","2.85"
"b41546322560","2024-10-18","","2024-10-25","Bundle for chaotic_good","Completed","Texas","New York","47.50","4.99","0.00","0.00","0.00","0.00","47.50","4.64","0.00","4.75","0.00","2.29"
"m25291791334","2024-10-19","","2024-10-25","Sonny Angel - Animal Series 4 (sealed)","Completed","California","New York","25.50","4.99","0.00","0.00","0.00","0.00","25.50","2.36","0.00","2.55","0.00","0.00"
"m60694794069","2024-10-17","","2024-10-26","custom bundle","Completed","California","New York","64.50","5.99","0.00","0.00","0.00","0.00","64.50","5.64","0.00","6.45","0.00","2.89"
"m54143893490","2024-10-18","","2024-10-26","Sonny Angel - In New York Series (Taxi Cab)","Completed","New York","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","2.13","0.00","2.00","0.00","1.32"
"m72219490272","2024-10-19","","2024-10-26","custom bundle","Completed","Texas","New York","26.99","4.99","0.00","0.00","0.00","0.00","26.99","2.82","0.00","2.69","0.00","1.59"
"m44885415224","2024-10-19","","2024-10-26","Sonny Angel - Animal Series 4 (sealed)","Completed","California","New York","25.50","4.99","0.00","0.00","0.00","0.00","25.50","2.36","0.00","2.55","0.00","0.00"
"m72533556651","2024-10-19","","2024-10-26","Sonny Angel Animal Series Set","Completed","California","New York","52.00","5.99","0.00","0.00","0.00","0.00","52.00","5.33","0.00","5.20","0.00","1.33"
"m12737700271","2024-10-20","","2024-10-27","Sonny Angel - Animal Series 1 (sealed box)","Completed","Virginia","New York","12.99","3.99","0.00","0.00","0.00","0.00","12.99","0.69","0.00","1.29","0.00","1.05"
"m69741576038","2024-10-22","","2024-10-27","Sonny Angel - Birthday Series (Mint/Teal)","Completed","Virginia","New York","12.00","3.99","0.00","0.00","0.00","0.00","12.00","0.72","0.00","1.20","0.00","1.02"
"m21944380858","2024-10-12","","2024-10-27","Sonny Angel - Animal Series 2 (sealed box)","Completed","Virginia","New York","12.75","3.99","0.00","0.00","0.00","0.00","12.75","0.68","0.00","1.27","0.00","1.04"
"m88226092240","2024-10-20","","2024-10-27","custom bundle","Completed","California","New York","81.23","6.99","0.00","0.00","0.00","0.00","81.23","7.01","0.00","8.12","0.00","3.50"
"m19946536065","2024-10-17","","2024-10-27","Sonny Angel - Animal Series 1 (sealed boxes)","Completed","California","New York","25.98","4.99","0.00","0.00","0.00","0.00","25.98","2.44","0.00","2.59","0.00","1.54"
"m99595991170","2024-10-18","","2024-10-28","Sonny Angel - In New York Series (Big Apple)","Completed","California","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","1.85","0.00","2.00","0.00","1.31"
"m85537344658","2024-10-20","","2024-10-28","Re-Ment Snoopy's Life in a Bottle (Maple Syrup)","Completed","Pennsylvania","New York","13.99","3.99","0.00","0.00","0.00","0.00","13.99","1.26","0.00","1.39","0.00","1.10"
"m82592253640","2024-10-23","","2024-10-29","Sonny Angel - Animal Series Set","Completed","Nevada","New York","25.74","4.99","0.00","0.00","0.00","0.00","25.74","2.16","0.00","2.57","0.00","1.53"
"m20742609939","2024-10-21","","2024-10-29","custom bundle","Completed","Minnesota","New York","77.46","6.99","0.00","0.00","0.00","0.00","77.46","7.14","0.00","7.74","0.00","3.38"
"m17079040540","2024-10-24","","2024-10-29","NewJeans x MURAKAMI Supernatural (Target Edition) Set","Completed","Ohio","New York","35.15","6.99","0.00","0.00","0.00","0.00","35.15","3.01","0.00","3.51","0.00","1.91"
"m24932739418","2024-10-18","","2024-10-29","custom bundle","Completed","California","New York","25.74","4.99","0.00","0.00","0.00","0.00","25.74","2.28","0.00","2.57","0.00","1.53"
"m72138275855","2024-10-22","","2024-10-30","Sonny Angel Gifts of Love (Balloon)","Completed","California","New York","16.29","3.99","0.00","0.00","0.00","0.00","16.29","1.67","0.00","1.62","0.00","1.18"
"m23573971594","2024-10-21","","2024-10-31","Sonny Angel - Sweets Series (sealed)","Completed","California","New York","29.99","4.99","0.00","0.00","0.00","0.00","29.99","2.32","0.00","2.99","0.00","1.67"
"m20873150251","2024-10-25","","2024-11-02","Sonny Angel - Vegetable Series (sealed)","Completed","Texas","New York","25.50","4.99","0.00","0.00","0.00","0.00","25.50","2.68","0.00","2.55","0.00","1.54"
"m70103422205","2024-10-25","","2024-11-02","Sonny Angel - Animal Series 1 (sealed box)","Completed","Missouri","New York","12.99","3.99","0.00","0.00","0.00","0.00","12.99","1.57","0.00","1.29","0.00","1.08"
"b65832093155","2024-10-25","","2024-11-02","Bundle for corgi.arttoys","Completed","Georgia","New York","25.98","3.99","0.00","0.00","0.00","0.00","25.98","1.78","0.00","2.59","0.00","1.21"
"m49933676686","2024-10-25","","2024-11-02","POP MART The Monsters - Have a Seat Vinyl Plush Keychain","Completed","New York","New York","29.00","4.99","0.00","0.00","0.00","0.00","29.00","2.85","0.00","2.90","0.00","1.65"
"m86510581108","2024-10-25","","2024-11-02","POP MART The Monsters - Have a Seat Vinyl Plush Keychain","Completed","South Carolina","New York","29.00","4.99","0.00","0.00","0.00","0.00","29.00","3.06","0.00","2.90","0.00","1.66"
"m26872610797","2024-10-24","","2024-11-04","Jellycat Diner - Amuseables Fran Pancakes + Amuseables Rene Waffle","Completed","Florida","New York","169.00","8.99","0.00","0.00","0.00","0.00","169.00","12.46","0.00","16.90","0.00","6.51"
"m15496608513","2024-10-25","","2024-11-04","Robotime Rolife Super Creator Plastic DIY Miniature (Fascinating Book Store)","Completed","Maryland","New York","45.00","7.99","0.00","0.00","0.00","0.00","45.00","2.70","0.00","4.50","0.00","2.25"
"m93062930439","2024-10-26","","2024-11-04","Sonny Angel - Animal Series Version 2 - Duck","Completed","California","New York","24.99","3.99","0.00","0.00","0.00","0.00","24.99","2.19","0.00","2.49","0.00","1.48"
"m85541109081","2024-10-25","","2024-11-04","custom bundle","Completed","Arizona","New York","77.46","6.99","0.00","0.00","0.00","0.00","77.46","6.27","0.00","7.74","0.00","3.21"
"m10497714651","2024-10-24","","2024-11-04","Sonny Angel - Sweets Series (sealed box)","Completed","California","New York","14.99","3.99","0.00","0.00","0.00","0.00","14.99","1.35","0.00","1.49","0.00","1.13"
"m42127716731","2024-10-30","","2024-11-05","Sonny Angel - Sweets Series (sealed box)","Completed","Nevada","New York","14.99","3.99","0.00","0.00","0.00","0.00","14.99","1.26","0.00","1.49","0.00","1.13"
"m48799367074","2024-10-30","","2024-11-05","on hold","Completed","Georgia","New York","29.00","4.99","0.00","0.00","0.00","0.00","29.00","2.35","0.00","2.90","0.00","1.64"
"m72661936212","2024-10-29","","2024-11-05","Sonny Angel - Animal Series Set","Completed","Florida","New York","25.74","4.99","0.00","0.00","0.00","0.00","25.74","2.00","0.00","2.57","0.00","0.00"
"m90017808911","2024-10-29","","2024-11-06","Smiski Museum - Bacchus","Completed","Oklahoma","New York","10.00","3.99","0.00","0.00","0.00","0.00","10.00","0.90","0.00","1.00","0.00","0.96"
"m80484134746","2024-10-30","","2024-11-06","Sonny Angel - Sweets Series (sealed)","Completed","Ohio","New York","29.99","4.99","0.00","0.00","0.00","0.00","29.99","2.76","0.00","2.99","0.00","1.54"
"m81081133730","2024-10-28","","2024-11-06","Sonny Angel - Animal Series 3 (sealed box)","Completed","California","New York","12.99","3.99","0.00","0.00","0.00","0.00","12.99","1.01","0.00","1.29","0.00","0.77"
"m76752815189","2024-10-28","","2024-11-06","Sonny Angel - Animal Series 4 (sealed boxes)","Completed","California","New York","38.25","4.99","0.00","0.00","0.00","0.00","38.25","3.73","0.00","3.82","0.00","1.97"
"b51470628362","2024-10-31","","2024-11-07","Bundle for liz","Completed","Connecticut","New York","42.00","5.34","0.00","0.00","0.00","0.00","42.00","2.97","0.00","4.20","0.00","2.08"
"m30414368963","2024-10-27","","2024-11-08","Sonny Angel - Animal Series 4 (sealed)","Completed","Nevada","New York","25.50","4.99","0.00","0.00","0.00","0.00","25.50","2.14","0.00","2.55","0.00","1.52"
"m45336250019","2024-10-27","","2024-11-08","custom bundle","Completed","Louisiana","New York","64.23","5.99","0.00","0.00","0.00","0.00","64.23","6.99","0.00","6.42","0.00","2.93"
"b26878557270","2024-11-03","","2024-11-08","Bundle for squishwish","Completed","Maryland","New York","56.00","4.99","0.00","0.00","0.00","0.00","56.00","3.36","0.00","5.60","0.00","0.00"
"b32525918825","2024-11-03","","2024-11-08","Bundle for mahia1","Completed","Florida","New York","73.00","4.99","0.00","0.00","0.00","0.00","73.00","5.46","0.00","7.30","0.00","3.13"
"m22224650370","2024-11-03","","2024-11-08","Sonny Angel - Old Vegetable Series (Sweet Potato)","Completed","New Mexico","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","1.98","0.00","2.00","0.00","1.31"
"m62676386384","2024-11-04","","2024-11-08","Sonny Angel - In New York Series (Big Apple)","Completed","Georgia","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","1.42","0.00","2.00","0.00","1.29"
"m43993420281","2024-11-04","","2024-11-08","custom bundle","Completed","California","New York","36.50","5.34","0.00","0.00","0.00","0.00","36.50","2.83","0.00","3.65","0.00","1.90"
"m85204764827","2024-10-27","","2024-11-09","Sonny Angel - Summer Clear Pouch Set","Completed","California","New York","109.00","6.99","0.00","0.00","0.00","0.00","109.00","10.36","0.00","10.90","0.00","4.48"
"m98682227086","2024-11-04","","2024-11-11","Jellycat Diner - Amuseables Fran Pancakes","Completed","Pennsylvania","New York","85.00","8.99","0.00","0.00","0.00","0.00","85.00","5.64","0.00","8.50","0.00","3.39"
"m91108688679","2024-11-06","","2024-11-11","Smiski - Hipper (Starfish/Sticking/Spread/Splat)","Completed","Maryland","New York","15.00","4.34","0.00","0.00","0.00","0.00","15.00","0.90","0.00","1.50","0.00","1.13"
"m98627419371","2024-11-02","","2024-11-12","Sonny Angel - Vegetable Series (sealed box)","Completed","Arizona","New York","13.00","4.34","0.00","0.00","0.00","0.00","13.00","1.13","0.00","1.30","0.00","1.07"
"m64896268704","2024-11-04","","2024-11-12","Sonny Angel - Animal Series 4 (sealed box)","Completed","Florida","New York","13.00","3.99","0.00","0.00","0.00","0.00","13.00","1.27","0.00","1.30","0.00","1.07"
"m60999996159","2024-11-03","","2024-11-12","POP MART The Monsters - Exciting Macaron Vinyl Plush Keychain (Toffee)","Completed","Washington","New York","39.00","4.34","0.00","0.00","0.00","0.00","39.00","4.38","0.00","3.90","0.00","2.00"
"m82746153093","2024-11-06","","2024-11-12","Sonny Angel - Gifts of Love (Rose)","Completed","Florida","New York","16.15","3.99","0.00","0.00","0.00","0.00","16.15","1.41","0.00","1.61","0.00","1.17"
"m93112744672","2024-11-05","","2024-11-12","Sonny Angel - Animal Series Set","Completed","Oklahoma","New York","27.00","5.34","0.00","0.00","0.00","0.00","27.00","2.23","0.00","2.70","0.00","1.58"
"m88948036357","2024-11-05","","2024-11-12","Sonny Angel - Flower Series (sealed box)","Completed","Oklahoma","New York","14.00","4.34","0.00","0.00","0.00","0.00","14.00","1.16","0.00","1.40","0.00","1.11"
"m15725895158","2024-11-01","","2024-11-12","Sonny Angel - Animal Series Set","Completed","California","New York","26.50","5.34","0.00","0.00","0.00","0.00","26.50","2.32","0.00","2.65","0.00","1.13"
"m12697079950","2024-10-30","","2024-11-12","Smiski - Work Series (Laptop Research)","Completed","California","New York","27.07","4.99","0.00","0.00","0.00","0.00","27.07","2.54","0.00","2.70","0.00","1.58"
"m95214747560","2024-11-02","","2024-11-12","Jellycat Diner - Amuseables Fran Pancakes","Completed","Washington","New York","85.00","8.99","0.00","0.00","0.00","0.00","85.00","9.78","0.00","8.50","0.00","3.76"
"m48811221995","2024-11-06","","2024-11-15","BDG Blaine High-Waisted Skate Jean","Completed","New Hampshire","New York","15.00","7.99","0.00","0.00","0.00","0.00","15.00","0.00","0.00","1.50","0.00","1.21"
"m30015059200","2024-11-11","","2024-11-17","Sonny Angel Banana Monkey - Green","Completed","New York","New York","269.99","4.99","0.00","0.00","0.00","0.00","269.99","23.72","0.00","26.99","0.00","9.95"
"m46015652610","2024-11-06","","2024-11-17","Sonny Angel - Animal Series 3 (sealed box)","Completed","Idaho","New York","13.50","4.34","0.00","0.00","0.00","0.00","13.50","0.81","0.00","1.35","0.00","0.92"
"m60239530687","2024-11-09","","2024-11-17","POP MART The Monsters - Exciting Macaron Vinyl Plush Keychain (Sesame Bean)","Completed","Florida","New York","37.05","5.34","0.00","0.00","0.00","0.00","37.05","2.97","0.00","3.70","0.00","1.92"
"m67195925898","2024-11-08","","2024-11-17","Sonny Angel - Carrying Case","Completed","New York","New York","30.00","4.99","0.00","0.00","0.00","0.00","30.00","3.11","0.00","3.00","0.00","1.69"
"m69408754134","2024-11-06","","2024-11-17","Sonny Angel - Animal Set (Duck)","Completed","New Jersey","New York","50.00","4.99","0.00","0.00","0.00","0.00","50.00","3.61","0.00","5.00","0.00","2.34"
"m80515655366","2024-11-05","","2024-11-17","custom bundle","Completed","California","New York","160.00","8.49","0.00","0.00","0.00","0.00","160.00","12.40","0.00","16.00","0.00","6.21"
"m66830704619","2024-11-07","","2024-11-21","Smiski - Moving Series full set","Completed","California","New York","85.00","6.99","0.00","0.00","0.00","0.00","85.00","7.97","0.00","8.50","0.00","3.65"
"m57679054300","2024-11-07","","2024-11-21","Smiski - Hipper (Sealed Box)","Completed","California","New York","15.00","4.34","0.00","0.00","0.00","0.00","15.00","1.16","0.00","1.50","0.00","0.00"
"m93621764671","2024-11-09","","2024-11-21","Smiski - Hipper (Sealed Box)","Completed","Arizona","New York","15.00","4.34","0.00","0.00","0.00","0.00","15.00","1.38","0.00","1.50","0.00","1.14"
"m66628436754","2024-11-12","","2024-11-21","POP MART Pucky - Forest Party Series-Vinyl Plush Pendant (Flower Baby)","Completed","California","New York","28.00","5.34","0.00","0.00","0.00","0.00","28.00","2.42","0.00","2.80","0.00","0.00"
"b43919378944","2024-11-11","","2024-11-21","Bundle for karl66","Completed","California","New York","25.98","3.99","0.00","0.00","0.00","0.00","25.98","2.01","0.00","2.59","0.00","1.50"
"m71075926644","2024-11-16","","2024-11-21","Sonny Angel - Animal Set (Lop Ear Rabbit)","Completed","New York","New York","95.00","4.99","0.00","0.00","0.00","0.00","95.00","8.87","0.00","9.50","0.00","3.79"
"m64787082922","2024-11-12","","2024-11-23","Sonny Angel “Hug Me” Plush Bear (White)","Completed","California","New York","120.00","14.95","0.00","0.00","0.00","0.00","120.00","9.30","0.00","12.00","0.00","5.03"
"m60191722524","2024-11-14","","2024-11-23","Sonny Angel - Animal Series Set","Completed","Missouri","New York","27.00","5.34","0.00","0.00","0.00","0.00","27.00","2.66","0.00","2.70","0.00","1.59"
"m90438540408","2024-11-17","","2024-11-23","GUESS - Originals Go Bear August Stripe T-Shirt","Completed","Pennsylvania","New York","19.00","6.99","0.00","0.00","0.00","0.00","19.00","0.00","0.00","1.90","0.00","1.31"
"m81065912381","2024-11-16","","2024-11-25","Dreams - Animal Bakery (Elephant)","Completed","Indiana","New York","12.34","4.99","0.00","0.00","0.00","0.00","12.34","1.18","0.00","1.23","0.00","1.07"
"m91593429581","2024-11-17","","2024-11-25","Sonny Angel - Animal Series 4 (sealed box)","Completed","California","New York","13.75","4.34","0.00","0.00","0.00","0.00","13.75","1.07","0.00","1.37","0.00","1.10"
"m43789839604","2024-11-14","","2024-11-25","Sonny Angel - In New York Series Set of 2","Completed","Georgia","New York","40.00","4.99","0.00","0.00","0.00","0.00","40.00","3.56","0.00","4.00","0.00","2.02"
"b56833415875","2024-11-16","","2024-11-26","Bundle for miya","Completed","California","New York","48.50","4.99","0.00","0.00","0.00","0.00","48.50","4.61","0.00","4.85","0.00","2.33"
"m51507868726","2024-11-16","","2024-11-27","POP MART Hirono - The Other One (The Monster)","Completed","Missouri","New York","11.00","4.34","0.00","0.00","0.00","0.00","11.00","1.42","0.00","1.10","0.00","1.02"
"m32215945736","2024-11-20","","2024-11-28","Sonny Angel - In New York Series (Big Apple)","Completed","New York","New York","21.00","4.34","0.00","0.00","0.00","0.00","21.00","2.25","0.00","2.10","0.00","1.36"
"m52073358934","2024-11-17","","2024-11-29","Sonny Angel - Custom Bundle","Completed","Florida","New York","59.50","7.34","0.00","0.00","0.00","0.00","59.50","4.68","0.00","5.95","0.00","2.75"
"m46841203112","2024-11-18","","2024-11-29","Sonny Angel - Animal Series 3 (sealed box)","Completed","Arizona","New York","13.75","4.34","0.00","0.00","0.00","0.00","13.75","1.18","0.00","1.37","0.00","1.10"
"m97929425055","2024-11-13","","2024-11-29","NewJeans x Line Friends Bunini Rabbit Keyring","Completed","Texas","New York","32.29","3.99","0.00","0.00","0.00","0.00","32.29","3.21","0.00","3.22","0.00","1.30"
"m44890394351","2024-11-17","","2024-11-29","POP MART The Monsters - Have a Seat Vinyl Plush Keychain Bundle","Completed","Texas","New York","106.50","8.49","0.00","0.00","0.00","0.00","106.50","10.19","0.00","10.65","0.00","4.44"
"m43195154026","2024-11-20","","2024-11-30","Role Model - Kansas Anymore Signed CD","Completed","Colorado","New York","55.00","4.99","0.00","0.00","0.00","0.00","55.00","4.31","0.00","5.50","0.00","2.52"
"m74374407639","2024-11-21","","2024-11-30","Sonny Angel - Sweets Series (sealed)","Completed","California","New York","32.00","5.34","0.00","0.00","0.00","0.00","32.00","3.12","0.00","3.20","0.00","1.77"
"m50566943762","2024-11-24","","2024-12-01","Jellycat Diner - Amuseables Fran Pancakes","Completed","Florida","New York","90.00","9.99","0.00","0.00","0.00","0.00","90.00","6.00","0.00","9.00","0.00","3.83"
"m47936563100","2024-11-23","","2024-12-01","Sonny Angel - Marine Series (sealed box)","Completed","California","New York","16.99","3.99","0.00","0.00","0.00","0.00","16.99","1.23","0.00","1.69","0.00","1.19"
"m63325340698","2024-11-23","","2024-12-01","Sonny Angel - In New York Series (Statue of Liberty)","Completed","Maryland","New York","20.00","3.99","0.00","0.00","0.00","0.00","20.00","1.20","0.00","2.00","0.00","1.11"
"m17910949381","2024-11-23","","2024-12-01","Sonny Angel Limited Edition Qixi Festival Set Gift Box with Robby","Completed","Florida","New York","79.99","6.99","0.00","0.00","0.00","0.00","79.99","5.65","0.00","7.99","0.00","3.42"
"m25648862647","2024-11-26","","2024-12-01","Sonny Angel Animal Series Set","Completed","New Jersey","New York","59.00","7.34","0.00","0.00","0.00","0.00","59.00","4.35","0.00","5.90","0.00","2.72"
"m25495905322","2024-11-25","","2024-12-03","Smiski Museum (Sealed Box)","Completed","California","New York","11.00","3.99","0.00","0.00","0.00","0.00","11.00","1.05","0.00","1.10","0.00","0.71"
"m78487820530","2024-11-24","","2024-12-03","POP MART The Monsters Labubu - Have a Seat Vinyl Plush Keychain (DADA)","Completed","Nevada","New York","35.00","5.34","0.00","0.00","0.00","0.00","35.00","2.93","0.00","3.50","0.00","1.86"
"b81503980585","2024-11-26","","2024-12-03","Bundle for Sofi","Completed","California","New York","40.00","5.34","0.00","0.00","0.00","0.00","40.00","3.70","0.00","4.00","0.00","0.00"
"b54606411978","2024-11-26","","2024-12-03","Bundle for Cindyv21","Completed","Texas","New York","49.50","7.34","0.00","0.00","0.00","0.00","49.50","5.02","0.00","4.95","0.00","2.44"
"b25873577898","2024-11-27","","2024-12-04","Bundle for bellaarip","Completed","California","New York","63.00","5.34","0.00","0.00","0.00","0.00","63.00","6.46","0.00","6.30","0.00","2.85"
"m65977008157","2024-11-27","","2024-12-08","Sonny Angel - Carrying Case","Completed","Texas","New York","34.99","5.34","0.00","0.00","0.00","0.00","34.99","3.56","0.00","3.49","0.00","1.87"
"m76337523552","2024-11-28","","2024-12-09","Sonny Angel - In New York Series Set of 3","Completed","New York","New York","60.00","4.99","0.00","0.00","0.00","0.00","60.00","5.77","0.00","6.00","0.00","2.73"
"m65694651322","2024-11-30","","2024-12-10","POP MART The Monsters Labubu - Exciting Macaron Vinyl Plush Keychain (Soymilk)","Completed","Florida","New York","39.00","5.34","0.00","0.00","0.00","0.00","39.00","2.88","0.00","3.90","0.00","0.97"
"m15460065028","2024-11-29","","2024-12-10","Jellycat Diner - Amuseables Fran Pancakes + Amuseables Rene Waffle","Completed","Georgia","New York","180.00","8.99","0.00","0.00","0.00","0.00","180.00","13.17","0.00","18.00","0.00","6.88"
"b71424860514","2024-11-30","","2024-12-10","Bundle for corgi.arttoys","Completed","Georgia","New York","33.00","5.34","0.00","0.00","0.00","0.00","33.00","2.27","0.00","3.30","0.00","1.77"
"m61860075564","2024-11-30","","2024-12-10","Sonny Angel - Animal Series 2 (Cow)","Completed","California","New York","25.00","4.34","0.00","0.00","0.00","0.00","25.00","2.22","0.00","2.50","0.00","1.49"
"m58060846701","2024-11-29","","2024-12-10","Sonny Angel - Animal Series 3 (sealed box)","Completed","Nevada","New York","14.00","4.34","0.00","0.00","0.00","0.00","14.00","1.17","0.00","1.40","0.00","1.11"
"m53351631010","2024-11-27","","2024-12-10","POP MART The Monsters Labubu - Have a Seat Vinyl Plush Keychain (DADA)","Completed","Wyoming","New York","35.00","5.34","0.00","0.00","0.00","0.00","35.00","1.75","0.00","3.50","0.00","1.82"
"m99018113107","2024-11-30","","2024-12-11","Smiski Working (Sealed Boxes)","Completed","Illinois","New York","22.00","5.34","0.00","0.00","0.00","0.00","22.00","2.46","0.00","2.20","0.00","1.43"
"m13187213190","2024-12-01","","2024-12-11","Role Model - Kansas Anymore Signed CD","Completed","Texas","New York","55.00","4.99","0.00","0.00","0.00","0.00","55.00","5.31","0.00","5.50","0.00","2.55"
"m37541455182","2024-12-01","","2024-12-11","Sonny Angel - Dog Time Series (sealed boxes)","Completed","California","New York","38.00","4.99","0.00","0.00","0.00","0.00","38.00","3.52","0.00","3.80","0.00","1.96"
"m10179539336","2024-12-04","","2024-12-15","Sonny Angel - Sweets Series (sealed)","Completed","New Jersey","New York","33.00","5.34","0.00","0.00","0.00","0.00","33.00","2.51","0.00","3.30","0.00","1.78"
"b77445535722","2024-12-08","","2024-12-16","Bundle for annaxm","Completed","Georgia","New York","33.99","5.34","0.00","0.00","0.00","0.00","33.99","2.33","0.00","3.39","0.00","1.81"
"m65934566519","2024-12-04","","2024-12-16","Sonny Angel Gifts of Love (Balloon)","Completed","Florida","New York","16.50","3.99","0.00","0.00","0.00","0.00","16.50","1.43","0.00","1.65","0.00","1.18"
"m49603621239","2024-12-12","","2024-12-16","Sonny Angel - Animal Series 2 (Cow)","Completed","Florida","New York","27.50","4.34","0.00","0.00","0.00","0.00","27.50","2.23","0.00","0.00","0.00","1.49"
"m58224470495","2024-12-04","","2024-12-19","Sonny Angel - Animal Series 2 (Cow)","Completed","Texas","New York","26.00","4.34","0.00","0.00","0.00","0.00","26.00","2.67","0.00","2.60","0.00","1.24"
"m76976052612","2024-12-09","","2024-12-19","POP MART Beetlejuice Series Blind Box Set of 3","Completed","Washington","New York","140.00","7.34","0.00","0.00","0.00","0.00","140.00","15.40","0.00","14.00","0.00","5.63"
"m35504327207","2024-12-10","","2024-12-19","POP MART The Monsters Labubu - Exciting Macaron Vinyl Plush (Lychee Berry)","Completed","Texas","New York","38.00","5.34","0.00","0.00","0.00","0.00","38.00","3.83","0.00","3.80","0.00","0.00"
"m48989063591","2024-12-10","","2024-12-19","Sonny Angel - Dog Time Series (sealed boxes)","Completed","California","New York","38.00","5.34","0.00","0.00","0.00","0.00","38.00","3.33","0.00","3.80","0.00","1.96"
"m11992361507","2024-12-11","","2024-12-20","Sonny Angel - Animal Series 2 (Cow)","Completed","Texas","New York","27.00","4.34","0.00","0.00","0.00","0.00","27.00","2.26","0.00","2.70","0.00","1.55"
"m62159940716","2024-12-13","","2024-12-21","Role Model - Kansas Anymore Signed CD","Completed","Utah","New York","50.00","4.99","0.00","0.00","0.00","0.00","50.00","3.63","0.00","0.00","0.00","2.20"
"m37279937716","2024-12-05","","2024-12-21","Sonny Angel - Carrying Case","Completed","Nevada","New York","34.99","4.99","0.00","0.00","0.00","0.00","34.99","2.89","0.00","3.49","0.00","1.84"
"m45198013666","2024-12-16","","2024-12-21","POP MART The Monsters Labubu - Have a Seat Vinyl Plush Keychain (Ququ)","Completed","New Jersey","New York","30.00","5.34","0.00","0.00","0.00","0.00","30.00","2.34","0.00","0.00","0.00","1.59"
"m88185905226","2024-12-08","","2024-12-21","NewJeans x Line Friends Bunini Rabbit Keyring Bundle","Completed","Colorado","New York","55.73","5.99","0.00","0.00","0.00","0.00","55.73","4.93","0.00","5.57","0.00","2.59"
"b30608042455","2024-12-11","","2024-12-22","Bundle for bananauyoo","Completed","California","New York","56.50","5.34","0.00","0.00","0.00","0.00","56.50","6.07","0.00","5.65","0.00","2.63"
"m41976162349","2024-12-16","","2024-12-24","Re-Ment - Miffy Little Cafe (Sweets Plate)","Completed","Texas","New York","11.00","4.34","0.00","0.00","0.00","0.00","11.00","1.27","0.00","0.00","0.00","0.98"
"m84666867801","2024-12-12","","2024-12-26","Sonny Angel - Sweets Series (sealed)","Completed","Washington","New York","34.00","5.34","0.00","0.00","0.00","0.00","34.00","4.05","0.00","0.00","0.00","1.76"
"b72694988804","2024-12-14","","2024-12-26","Bundle for PeachyProducts","Completed","Arkansas","New York","51.00","5.34","0.00","0.00","0.00","0.00","51.00","5.28","0.00","0.00","0.00","2.29"
"m31238766597","2024-12-15","","2024-12-27","Sonny Angel - Dog Time Series (sealed box)","Completed","California","New York","19.00","3.99","0.00","0.00","0.00","0.00","19.00","1.95","0.00","0.00","0.00","1.22"
"m24550890084","2024-12-13","","2024-12-27","Sonny Angel - Gifts of Love (Rose)","Completed","New York","New York","16.50","4.34","0.00","0.00","0.00","0.00","16.50","1.85","0.00","0.00","0.00","1.16"
"m66105334342","2024-12-12","","2024-12-27","POP MART The Monsters Labubu - Exciting Macaron Vinyl Plush (Lychee Berry)","Completed","Texas","New York","38.00","5.34","0.00","0.00","0.00","0.00","38.00","2.71","0.00","0.00","0.00","1.84"
"m62280494949","2024-12-16","","2024-12-27","NewJeans x MURAKAMI Supernatural (Target Edition) Sealed & Brand New","Completed","New York","New York","17.99","4.99","0.00","0.00","0.00","0.00","17.99","2.04","0.00","0.00","0.00","1.23"
"m94497842757","2024-12-13","","2024-12-27","Sonny Angel - Animal Series 4 (sealed box)","Completed","Michigan","New York","15.00","4.34","0.00","0.00","0.00","0.00","15.00","0.90","0.00","0.00","0.00","1.09"
"m30391824146","2024-12-16","","2024-12-27","POP MART Labubu The Monsters - Have a Seat Vinyl Plush Keychain","Completed","Texas","New York","30.00","5.34","0.00","0.00","0.00","0.00","30.00","2.92","0.00","0.00","0.00","0.00"
